,composerName,season,living
35297,"Musorgsky,  Modest",1954-55,N
35298,"Sousa,  John  Philip",1954-55,N
35299,"Weber,  Carl  Maria Von",1954-55,N
35300,"Rachmaninoff,  Sergei",1954-55,N
35301,"Gould,  Morton",1954-55,Y
35302,"Brahms,  Johannes",1954-55,N
35303,"Chabrier,  Emmanuel",1954-55,N
35304,"Vivaldi,  Antonio",1954-55,N
35305,"Beethoven,  Ludwig  van",1954-55,N
35306,"Barber,  Samuel",1954-55,Y
35307,"Musorgsky,  Modest",1954-55,N
35308,"Berlioz,  Hector",1954-55,N
35309,"Mendelssohn,  Felix",1954-55,N
35310,"Brahms,  Johannes",1954-55,N
35311,"Prokofiev,  Sergei",1954-55,Y
35312,"Rachmaninoff,  Sergei",1954-55,N
35313,"Rossini,  Gioachino",1954-55,N
35314,"Brahms,  Johannes",1954-55,N
35315,"Debussy,  Claude",1954-55,N
35316,"Ravel,  Maurice",1954-55,N
35317,"Berlioz,  Hector",1954-55,N
35318,"Rossini,  Gioachino",1954-55,N
35319,"Brahms,  Johannes",1954-55,N
35320,"Barber,  Samuel",1954-55,Y
35321,"Copland,  Aaron",1954-55,Y
35322,"Ravel,  Maurice",1954-55,N
35323,"Handel,  George  Frideric",1954-55,N
35324,"Sousa,  John  Philip",1954-55,N
35325,"Weber,  Carl  Maria Von",1954-55,N
35326,"Gould,  Morton",1954-55,Y
35327,"Skalkottas,  Nikos",1954-55,Y
35328,"Brahms,  Johannes",1954-55,N
35329,"Chabrier,  Emmanuel",1954-55,N
35330,"Kabalevsky,  Dmitri",1954-55,Y
35331,"Brahms,  Johannes",1954-55,N
35332,"Skalkottas,  Nikos",1954-55,Y
35333,"Shostakovich,  Dmitri",1954-55,Y
35334,"Rachmaninoff,  Sergei",1954-55,N
35335,"Rossini,  Gioachino",1954-55,N
35336,"Brahms,  Johannes",1954-55,N
35337,"Barber,  Samuel",1954-55,Y
35338,"Musorgsky,  Modest",1954-55,N
35339,"Berlioz,  Hector",1954-55,N
35340,"Rossini,  Gioachino",1954-55,N
35341,"Brahms,  Johannes",1954-55,N
35342,"Debussy,  Claude",1954-55,N
35343,"Ravel,  Maurice",1954-55,N
35344,"Berlioz,  Hector",1954-55,N
35345,"Kabalevsky,  Dmitri",1954-55,Y
35346,"Mendelssohn,  Felix",1954-55,N
35347,"Shostakovich,  Dmitri",1954-55,Y
35348,"Verdi,  Giuseppe",1954-55,N
35349,"Mendelssohn,  Felix",1954-55,N
35350,"Brahms,  Johannes",1954-55,N
35351,"Prokofiev,  Sergei",1954-55,Y
35352,"Rachmaninoff,  Sergei",1954-55,N
35353,"Kabalevsky,  Dmitri",1954-55,Y
35354,"Brahms,  Johannes",1954-55,N
35355,"Skalkottas,  Nikos",1954-55,Y
35356,"Shostakovich,  Dmitri",1954-55,Y
35357,"Rachmaninoff,  Sergei",1954-55,N
35358,"Rossini,  Gioachino",1954-55,N
35359,"Brahms,  Johannes",1954-55,N
35360,"Debussy,  Claude",1954-55,N
35361,"Ravel,  Maurice",1954-55,N
35362,"Berlioz,  Hector",1954-55,N
35363,"Mendelssohn,  Felix",1954-55,N
35364,"Brahms,  Johannes",1954-55,N
35365,"Prokofiev,  Sergei",1954-55,Y
35366,"Rachmaninoff,  Sergei",1954-55,N
35367,"Rossini,  Gioachino",1954-55,N
35368,"Beethoven,  Ludwig  van",1954-55,N
35369,"Barber,  Samuel",1954-55,Y
35370,"Musorgsky,  Modest",1954-55,N
35371,"Berlioz,  Hector",1954-55,N
35372,"Weber,  Carl  Maria Von",1954-55,N
35373,"Rachmaninoff,  Sergei",1954-55,N
35374,"Brahms,  Johannes",1954-55,N
35375,"Prokofiev,  Sergei",1954-55,Y
35376,"Kabalevsky,  Dmitri",1954-55,Y
35377,"Vivaldi,  Antonio",1954-55,N
35378,"Brahms,  Johannes",1954-55,N
35379,"Debussy,  Claude",1954-55,N
35380,"Ravel,  Maurice",1954-55,N
35381,"Berlioz,  Hector",1954-55,N
35382,"Weber,  Carl  Maria Von",1954-55,N
35383,"Brahms,  Johannes",1954-55,N
35384,"Gould,  Morton",1954-55,Y
35385,"Schumann,  Robert",1954-55,N
35386,"Rossini,  Gioachino",1954-55,N
35387,"Brahms,  Johannes",1954-55,N
35388,"Debussy,  Claude",1954-55,N
35389,"Ravel,  Maurice",1954-55,N
35390,"Handel,  George  Frideric",1954-55,N
35391,"Berlioz,  Hector",1954-55,N
35392,"Weber,  Carl  Maria Von",1954-55,N
35393,"Beethoven,  Ludwig  van",1954-55,N
35394,"Prokofiev,  Sergei",1954-55,Y
35395,"Rachmaninoff,  Sergei",1954-55,N
35396,"Kabalevsky,  Dmitri",1954-55,Y
35397,"Vivaldi,  Antonio",1954-55,N
35398,"Brahms,  Johannes",1954-55,N
35399,"Barber,  Samuel",1954-55,Y
35400,"Musorgsky,  Modest",1954-55,N
35401,"Berlioz,  Hector",1954-55,N
35402,"Weber,  Carl  Maria Von",1954-55,N
35403,"Brahms,  Johannes",1954-55,N
35404,"Gould,  Morton",1954-55,Y
35405,"Schumann,  Robert",1954-55,N
35406,"Verdi,  Giuseppe",1954-55,N
35407,"Rossini,  Gioachino",1954-55,N
35408,"Brahms,  Johannes",1954-55,N
35409,"Debussy,  Claude",1954-55,N
35410,"Ravel,  Maurice",1954-55,N
35411,"Berlioz,  Hector",1954-55,N
35412,"Anthem,",1954-55,Y
35413,"Kabalevsky,  Dmitri",1954-55,Y
35414,"Mendelssohn,  Felix",1954-55,N
35415,"Shostakovich,  Dmitri",1954-55,Y
35416,"Rachmaninoff,  Sergei",1954-55,N
35417,"Verdi,  Giuseppe",1954-55,N
35418,"Vivaldi,  Antonio",1954-55,N
35419,"Beethoven,  Ludwig  van",1954-55,N
35420,"Barber,  Samuel",1954-55,Y
35421,"Musorgsky,  Modest",1954-55,N
35422,"Berlioz,  Hector",1954-55,N
35423,"Weber,  Carl  Maria Von",1954-55,N
35424,"Mendelssohn,  Felix",1954-55,N
35425,"Prokofiev,  Sergei",1954-55,Y
35426,"Kabalevsky,  Dmitri",1954-55,Y
35427,"Vivaldi,  Antonio",1954-55,N
35428,"Beethoven,  Ludwig  van",1954-55,N
35429,"Barber,  Samuel",1954-55,Y
35430,"Musorgsky,  Modest",1954-55,N
35431,"Handel,  George  Frideric",1954-55,N
35432,"Berlioz,  Hector",1954-55,N
35433,"Kabalevsky,  Dmitri",1954-55,Y
35434,"Gould,  Morton",1954-55,Y
35435,"Skalkottas,  Nikos",1954-55,Y
35436,"Shostakovich,  Dmitri",1954-55,Y
35437,"Verdi,  Giuseppe",1954-55,N
35438,"Chabrier,  Emmanuel",1954-55,N
35439,"Debussy,  Claude",1954-55,N
35440,"Pregel,  Boris",1954-55,Y
35441,"Mendelssohn,  Felix",1954-55,N
35442,"Harkness,  Rebecca",1954-55,
35443,"Grieg,  Edvard",1954-55,N
35444,"Pregel,  Boris",1954-55,Y
35445,"D'Artega,  (Alfonso)",1954-55,
35446,"Beethoven,  Ludwig  van",1954-55,N
35447,"Beethoven,  Ludwig  van",1954-55,N
35448,"Beethoven,  Ludwig  van",1954-55,N
35449,"Weber,  Carl  Maria Von",1954-55,N
35450,"Vaughan Williams,  Ralph",1954-55,Y
35451,"Couperin,  Francois [François]",1954-55,N
35452,"Brahms,  Johannes",1954-55,N
35453,"Vaughan Williams,  Ralph",1954-55,Y
35454,"Kabalevsky,  Dmitri",1954-55,Y
35455,"Schumann,  Robert",1954-55,N
35456,"Gould,  Morton",1954-55,Y
35457,"Liebermann,  Rolf",1954-55,Y
35458,"Sauter-Finegan,",1954-55,
35459,"Chabrier,  Emmanuel",1954-55,N
35460,"Rodriguez,  Gerardo  Matos",1954-55,N
35461,"de Abreu,  Zequinha",1954-55,N
35462,"Bizet,  Georges",1954-55,N
35463,"Falla,  Manuel  de",1954-55,N
35464,"D'Artega,  (Alfonso)",1954-55,
35465,"Lecuona,  Ernesto",1954-55,Y
35466,"Harkness,  Rebecca",1954-55,
35467,"Monterde,  Bernardino  Bautista",1954-55,
35468,"Yradier,  Sebastian",1954-55,N
35469,"Lara,  Manuel  Manrique De",1954-55,
35470,"Falla,  Manuel  de",1954-55,N
35471,"Beethoven,  Ludwig  van",1954-55,N
35472,"Beethoven,  Ludwig  van",1954-55,N
35473,"Beethoven,  Ludwig  van",1954-55,N
35474,"Weber,  Carl  Maria Von",1954-55,N
35475,"Brahms,  Johannes",1954-55,N
35476,"Wagner,  Richard",1954-55,N
35477,"Strauss,  Richard",1954-55,Y
35478,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35479,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35480,"Falla,  Manuel  de",1954-55,N
35481,"Grieg,  Edvard",1954-55,N
35482,"Romberg,  Sigmund",1954-55,Y
35483,"Romberg,  Sigmund",1954-55,Y
35484,"Weber,  Carl  Maria Von",1954-55,N
35485,"Verdi,  Giuseppe",1954-55,N
35486,"Bizet,  Georges",1954-55,N
35487,"Haydn,  Franz  Joseph",1954-55,N
35488,"Sihanouk,  King  Norodom",1954-55,Y
35489,"Gershwin,  George",1954-55,N
35490,"Lehar [Lehár],  Franz",1954-55,N
35491,"Herbert,  Victor",1954-55,N
35492,"Strauss,  Johann, II",1954-55,
35493,"Strauss,  Josef",1954-55,N
35494,"Strauss,  Johann, II",1954-55,
35495,"Kay,  Hershy",1954-55,Y
35496,"Toch,  Ernst",1954-55,Y
35497,"Verdi,  Giuseppe",1954-55,N
35498,"Verdi,  Giuseppe",1954-55,N
35499,"Grofe [Grofé],  Ferde",1954-55,Y
35500,"Debussy,  Claude",1954-55,N
35501,"Prokofiev,  Sergei",1954-55,Y
35502,"Donizetti,  Gaetano",1954-55,N
35503,"Delibes,  Léo",1954-55,N
35504,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35505,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35506,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35507,"Glinka,  Mikhail",1954-55,N
35508,"Ravel,  Maurice",1954-55,N
35509,"Ravel,  Maurice",1954-55,N
35510,"Kern,  Jerome",1954-55,N
35511,"Mendelssohn,  Felix",1954-55,N
35512,"Strauss,  Johann, II",1954-55,
35513,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35514,"Minkus,  Leon",1954-55,N
35515,"Sullivan,  Sir  Arthur  Seymour",1954-55,N
35516,"Offenbach,  Jacques",1954-55,N
35517,"Gershwin,  George",1954-55,N
35518,"Gershwin,  George",1954-55,N
35519,"Gershwin,  George",1954-55,N
35520,"Gershwin,  George",1954-55,N
35521,"Gretry [Grétry],  Andre [André]  Ernest Modeste",1954-55,
35522,"Debussy,  Claude",1954-55,N
35523,"Ravel,  Maurice",1954-55,N
35524,"Franck,  César",1954-55,N
35525,"Strauss,  Richard",1954-55,Y
35526,"Bruch,  Max",1954-55,N
35527,"Borodin,  Alexander",1954-55,N
35528,"Rachmaninoff,  Sergei",1954-55,N
35529,"Handel,  George  Frideric",1954-55,N
35530,"Mozart,  Wolfgang  Amadeus",1954-55,N
35531,"Wagner,  Richard",1954-55,N
35532,"Wieniawski,  Henri",1954-55,N
35533,"Verdi,  Giuseppe",1954-55,N
35534,"Verdi,  Giuseppe",1954-55,N
35535,"Cilea,  Francesco",1954-55,Y
35536,"Puccini,  Giacomo",1954-55,N
35537,"Verdi,  Giuseppe",1954-55,N
35538,"Rossini,  Gioachino",1954-55,N
35539,"Verdi,  Giuseppe",1954-55,N
35540,"Donizetti,  Gaetano",1954-55,N
35541,"Bellini,  Vincenzo",1954-55,N
35542,"Leoncavallo,  Ruggero",1954-55,N
35543,"Unspecified,",1954-55,
35544,"Pestalozza,  Alberto",1954-55,N
35545,"Verdi,  Giuseppe",1954-55,N
35546,"Charpentier,  Gustave",1954-55,Y
35547,"Lalo,  Edouard",1954-55,N
35548,"Saint-Saens [Saint-Saëns],  Camille",1954-55,N
35549,"Dukas,  Paul",1954-55,N
35550,"Bizet,  Georges",1954-55,N
35551,"Delibes,  Léo",1954-55,N
35552,"Lehar [Lehár],  Franz",1954-55,N
35553,"Lumbye,  Hans Christian",1954-55,N
35554,"Strauss,  Johann, II",1954-55,
35555,"Strauss,  Johann, II",1954-55,
35556,"Lehar [Lehár],  Franz",1954-55,N
35557,"Strauss,  Johann, II",1954-55,
35558,"Strauss,  Johann, II",1954-55,
35559,"Lehar [Lehár],  Franz",1954-55,N
35560,"Strauss,  Johann, II",1954-55,
35561,"Strauss,  Johann, Jr. & Josef",1954-55,
35562,"Strauss,  Johann, II",1954-55,
35563,"Kalman [Kálmán],  Emmerich",1954-55,Y
35564,"Komzak,  Karl",1954-55,N
35565,"Lehar [Lehár],  Franz",1954-55,N
35566,"Strauss,  Johann, Sr.",1954-55,
35567,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35568,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35569,"Wagner,  Richard",1954-55,N
35570,"Liszt,  Franz",1954-55,N
35571,"Dvorak,  Antonín",1954-55,N
35572,"Rimsky-Korsakov,  Nikolai",1954-55,N
35573,"Mozart,  Wolfgang  Amadeus",1954-55,N
35574,"Mozart,  Wolfgang  Amadeus",1954-55,N
35575,"Mozart,  Wolfgang  Amadeus",1954-55,N
35576,"Mozart,  Wolfgang  Amadeus",1954-55,N
35577,"Berlioz,  Hector",1954-55,N
35578,"Brahms,  Johannes",1954-55,N
35579,"Rodgers,  Richard",1954-55,Y
35580,"Rodgers,  Richard",1954-55,Y
35581,"Rodgers,  Richard",1954-55,Y
35582,"Rodgers,  Richard",1954-55,Y
35583,"Rodgers,  Richard",1954-55,Y
35584,"Rodgers,  Richard",1954-55,Y
35585,"Rodgers,  Richard",1954-55,Y
35586,"Gould,  Morton",1955-56,Y
35587,"Beethoven,  Ludwig  van",1955-56,N
35588,"Vaughan Williams,  Ralph",1955-56,Y
35589,"Rossini,  Gioachino",1955-56,N
35590,"Brahms,  Johannes",1955-56,N
35591,"Debussy,  Claude",1955-56,N
35592,"Ravel,  Maurice",1955-56,N
35593,"Barber,  Samuel",1955-56,Y
35594,"Beethoven,  Ludwig  van",1955-56,N
35595,"Copland,  Aaron",1955-56,Y
35596,"Musorgsky,  Modest",1955-56,N
35597,"Brahms,  Johannes",1955-56,N
35598,"Brahms,  Johannes",1955-56,N
35599,"Wagner,  Richard",1955-56,N
35600,"Wagner,  Richard",1955-56,N
35601,"Wagner,  Richard",1955-56,N
35602,"Wagner,  Richard",1955-56,N
35603,"Sibelius,  Jean",1955-56,Y
35604,"Weber,  Carl  Maria Von",1955-56,N
35605,"Mendelssohn,  Felix",1955-56,N
35606,"Skalkottas,  Nikos",1955-56,N
35607,"Brahms,  Johannes",1955-56,N
35608,"Verdi,  Giuseppe",1955-56,N
35609,"Verdi,  Giuseppe",1955-56,N
35610,"Schumann,  Robert",1955-56,N
35611,"Brahms,  Johannes",1955-56,N
35612,"Falla,  Manuel  de",1955-56,N
35613,"Couperin,  Francois [François]",1955-56,N
35614,"Mendelssohn,  Felix",1955-56,N
35615,"Shostakovich,  Dmitri",1955-56,Y
35616,"Rachmaninoff,  Sergei",1955-56,N
35617,"Kabalevsky,  Dmitri",1955-56,Y
35618,"Weber,  Carl  Maria Von",1955-56,N
35619,"Brahms,  Johannes",1955-56,N
35620,"Prokofiev,  Sergei",1955-56,Y
35621,"Rachmaninoff,  Sergei",1955-56,N
35622,"Kabalevsky,  Dmitri",1955-56,Y
35623,"Anthem,",1955-56,Y
35624,"Anthem,",1955-56,Y
35625,"Couperin,  Francois [François]",1955-56,N
35626,"Mendelssohn,  Felix",1955-56,N
35627,"Prokofiev,  Sergei",1955-56,Y
35628,"Kabalevsky,  Dmitri",1955-56,Y
35629,"Weber,  Carl  Maria Von",1955-56,N
35630,"Schumann,  Robert",1955-56,N
35631,"Brahms,  Johannes",1955-56,N
35632,"Verdi,  Giuseppe",1955-56,N
35633,"Weber,  Carl  Maria Von",1955-56,N
35634,"Beethoven,  Ludwig  van",1955-56,N
35635,"Shostakovich,  Dmitri",1955-56,Y
35636,"Rachmaninoff,  Sergei",1955-56,N
35637,"Kabalevsky,  Dmitri",1955-56,Y
35638,"Rossini,  Gioachino",1955-56,N
35639,"Beethoven,  Ludwig  van",1955-56,N
35640,"Barber,  Samuel",1955-56,Y
35641,"Musorgsky,  Modest",1955-56,N
35642,"Handel,  George  Frideric",1955-56,N
35643,"Berlioz,  Hector",1955-56,N
35644,"Rossini,  Gioachino",1955-56,N
35645,"Beethoven,  Ludwig  van",1955-56,N
35646,"Barber,  Samuel",1955-56,Y
35647,"Musorgsky,  Modest",1955-56,N
35648,"Berlioz,  Hector",1955-56,N
35649,"Kabalevsky,  Dmitri",1955-56,Y
35650,"Beethoven,  Ludwig  van",1955-56,N
35651,"Shostakovich,  Dmitri",1955-56,Y
35652,"Rachmaninoff,  Sergei",1955-56,N
35653,"Falla,  Manuel  de",1955-56,N
35654,"Verdi,  Giuseppe",1955-56,N
35655,"Beethoven,  Ludwig  van",1955-56,N
35656,"Shostakovich,  Dmitri",1955-56,Y
35657,"Rachmaninoff,  Sergei",1955-56,N
35658,"Falla,  Manuel  de",1955-56,N
35659,"Couperin,  Francois [François]",1955-56,N
35660,"Gould,  Morton",1955-56,Y
35661,"Skalkottas,  Nikos",1955-56,N
35662,"Shostakovich,  Dmitri",1955-56,Y
35663,"Rachmaninoff,  Sergei",1955-56,N
35664,"Kabalevsky,  Dmitri",1955-56,Y
35665,"Falla,  Manuel  de",1955-56,N
35666,"Rossini,  Gioachino",1955-56,N
35667,"Brahms,  Johannes",1955-56,N
35668,"Barber,  Samuel",1955-56,Y
35669,"Musorgsky,  Modest",1955-56,N
35670,"Berlioz,  Hector",1955-56,N
35671,"Verdi,  Giuseppe",1955-56,N
35672,"Schumann,  Robert",1955-56,N
35673,"Shostakovich,  Dmitri",1955-56,Y
35674,"Rachmaninoff,  Sergei",1955-56,N
35675,"Kabalevsky,  Dmitri",1955-56,Y
35676,"Verdi,  Giuseppe",1955-56,N
35677,"Mendelssohn,  Felix",1955-56,N
35678,"Beethoven,  Ludwig  van",1955-56,N
35679,"Rachmaninoff,  Sergei",1955-56,N
35680,"Couperin,  Francois [François]",1955-56,N
35681,"Weber,  Carl  Maria Von",1955-56,N
35682,"Mendelssohn,  Felix",1955-56,N
35683,"Skalkottas,  Nikos",1955-56,N
35684,"Brahms,  Johannes",1955-56,N
35685,"Verdi,  Giuseppe",1955-56,N
35686,"Falla,  Manuel  de",1955-56,N
35687,"Verdi,  Giuseppe",1955-56,N
35688,"Brahms,  Johannes",1955-56,N
35689,"Gould,  Morton",1955-56,Y
35690,"Shostakovich,  Dmitri",1955-56,Y
35691,"Rachmaninoff,  Sergei",1955-56,N
35692,"Kabalevsky,  Dmitri",1955-56,Y
35693,"Couperin,  Francois [François]",1955-56,N
35694,"Schumann,  Robert",1955-56,N
35695,"Shostakovich,  Dmitri",1955-56,Y
35696,"Rachmaninoff,  Sergei",1955-56,N
35697,"Falla,  Manuel  de",1955-56,N
35698,"Verdi,  Giuseppe",1955-56,N
35699,"Brahms,  Johannes",1955-56,N
35700,"Skalkottas,  Nikos",1955-56,N
35701,"Beethoven,  Ludwig  van",1955-56,N
35702,"Weber,  Carl  Maria Von",1955-56,N
35703,"Mendelssohn,  Felix",1955-56,N
35704,"Skalkottas,  Nikos",1955-56,N
35705,"Brahms,  Johannes",1955-56,N
35706,"Kabalevsky,  Dmitri",1955-56,Y
35707,"Weber,  Carl  Maria Von",1955-56,N
35708,"Schumann,  Robert",1955-56,N
35709,"Brahms,  Johannes",1955-56,N
35710,"Verdi,  Giuseppe",1955-56,N
35711,"Dvorak,  Antonín",1955-56,N
35712,"Shostakovich,  Dmitri",1955-56,Y
35713,"Rachmaninoff,  Sergei",1955-56,N
35714,"Falla,  Manuel  de",1955-56,N
35715,"Anthem,",1955-56,Y
35716,"Mozart,  Wolfgang  Amadeus",1955-56,N
35717,"Mozart,  Wolfgang  Amadeus",1955-56,N
35718,"Mozart,  Wolfgang  Amadeus",1955-56,N
35719,"Mozart,  Wolfgang  Amadeus",1955-56,N
35720,"Bach,  Johann  Sebastian",1955-56,N
35721,"Demonstration,",1955-56,Y
35722,"Slonimsky,  Nicolas",1955-56,Y
35723,"Bach,  Johann  Sebastian",1955-56,N
35724,"Traditional,",1955-56,Y
35725,"Traditional,",1955-56,Y
35726,"Kleinsinger,  George",1955-56,Y
35727,"Smetana,  Bedrich",1955-56,N
35728,"Mozart,  Wolfgang  Amadeus",1955-56,N
35729,"Mozart,  Wolfgang  Amadeus",1955-56,N
35730,"Mozart,  Wolfgang  Amadeus",1955-56,N
35731,"Walton,  William",1955-56,Y
35732,"Tchaikovsky,  Pyotr  Ilyich",1955-56,N
35733,"Beethoven,  Ludwig  van",1955-56,N
35734,"Mozart,  Wolfgang  Amadeus",1955-56,N
35735,"Wagner,  Richard",1955-56,N
35736,"Wolf-Ferrari,  Ermanno",1955-56,N
35737,"Demonstration,",1955-56,Y
35738,"De Filippi,  Amedeo",1955-56,
35739,"Beethoven,  Ludwig  van",1955-56,N
35740,"Mendelssohn,  Felix",1955-56,N
35741,"Strauss,  Richard",1955-56,N
35742,"Wagner,  Richard",1955-56,N
35743,"Wagner,  Richard",1955-56,N
35744,"Beethoven,  Ludwig  van",1955-56,N
35745,"Mozart,  Wolfgang  Amadeus",1955-56,N
35746,"Weber,  Ben",1955-56,Y
35747,"Strauss,  Richard",1955-56,N
35748,"Mendelssohn,  Felix",1955-56,N
35749,"Hindemith,  Paul",1955-56,Y
35750,"Brahms,  Johannes",1955-56,N
35751,"Beethoven,  Ludwig  van",1955-56,N
35752,"Mozart,  Wolfgang  Amadeus",1955-56,N
35753,"Strauss,  Richard",1955-56,N
35754,"Falla,  Manuel  de",1955-56,N
35755,"Handel,  George  Frideric",1955-56,N
35756,"Rossini,  Gioachino",1955-56,N
35757,"Cimarosa,  Domenico",1955-56,N
35758,"Beethoven,  Ludwig  van",1955-56,N
35759,"Stravinsky,  Igor",1955-56,Y
35760,"Weber,  Carl  Maria Von",1955-56,N
35761,"Schuman,  William",1955-56,Y
35762,"Weber,  Carl  Maria Von",1955-56,N
35763,"Casadesus,  Robert",1955-56,Y
35764,"Weber,  Carl  Maria Von",1955-56,N
35765,"Schuman,  William",1955-56,Y
35766,"Saint-Saens [Saint-Saëns],  Camille",1955-56,N
35767,"Strauss,  Richard",1955-56,N
35768,"Mozart,  Wolfgang  Amadeus",1955-56,N
35769,"Saint-Saens [Saint-Saëns],  Camille",1955-56,N
35770,"Schuman,  William",1955-56,Y
35771,"Strauss,  Richard",1955-56,N
35772,"Weber,  Carl  Maria Von",1955-56,N
35773,"Brahms,  Johannes",1955-56,N
35774,"Bruch,  Max",1955-56,N
35775,"Debussy,  Claude",1955-56,N
35776,"Brahms,  Johannes",1955-56,N
35777,"Schumann,  Robert",1955-56,N
35778,"Debussy,  Claude",1955-56,N
35779,"Beethoven,  Ludwig  van",1955-56,N
35780,"Brahms,  Johannes",1955-56,N
35781,"Mendelssohn,  Felix",1955-56,N
35782,"Debussy,  Claude",1955-56,N
35783,"Berlioz,  Hector",1955-56,N
35784,"Berlioz,  Hector",1955-56,N
35785,"Chopin,  Frédéric",1955-56,N
35786,"Bach,  Johann  Sebastian",1955-56,N
35787,"Mozart,  Wolfgang  Amadeus",1955-56,N
35788,"Berlioz,  Hector",1955-56,N
35789,"Indy,  Vincent  d'",1955-56,N
35790,"Beethoven,  Ludwig  van",1955-56,N
35791,"Mozart,  Wolfgang  Amadeus",1955-56,N
35792,"Berlioz,  Hector",1955-56,N
35793,"Indy,  Vincent  d'",1955-56,N
35794,"Beethoven,  Ludwig  van",1955-56,N
35795,"Beethoven,  Ludwig  van",1955-56,N
35796,"Beethoven,  Ludwig  van",1955-56,N
35797,"Beethoven,  Ludwig  van",1955-56,N
35798,"Mozart,  Wolfgang  Amadeus",1955-56,N
35799,"Mozart,  Wolfgang  Amadeus",1955-56,N
35800,"Beethoven,  Ludwig  van",1955-56,N
35801,"Beethoven,  Ludwig  van",1955-56,N
35802,"Mozart,  Wolfgang  Amadeus",1955-56,N
35803,"Mozart,  Wolfgang  Amadeus",1955-56,N
35804,"Beethoven,  Ludwig  van",1955-56,N
35805,"Rossini,  Gioachino",1955-56,N
35806,"Wagenaar,  Bernard",1955-56,Y
35807,"Saint-Saens [Saint-Saëns],  Camille",1955-56,N
35808,"Sibelius,  Jean",1955-56,Y
35809,"Weber,  Carl  Maria Von",1955-56,N
35810,"Beethoven,  Ludwig  van",1955-56,N
35811,"Sibelius,  Jean",1955-56,Y
35812,"Sibelius,  Jean",1955-56,Y
35813,"Beethoven,  Ludwig  van",1955-56,N
35814,"Weber,  Carl  Maria Von",1955-56,N
35815,"Dvorak,  Antonín",1955-56,N
35816,"Sibelius,  Jean",1955-56,Y
35817,"Ravel,  Maurice",1955-56,N
35818,"Demonstration,",1955-56,Y
35819,"Ganz,  Rudolph",1955-56,Y
35820,"Traditional,",1955-56,Y
35821,"Debussy,  Claude",1955-56,N
35822,"Couperin,  Francois [François]",1955-56,N
35823,"Weber,  Carl  Maria Von",1955-56,N
35824,"Shostakovich,  Dmitri",1955-56,Y
35825,"Mozart,  Wolfgang  Amadeus",1955-56,N
35826,"Brahms,  Johannes",1955-56,N
35827,"Tchaikovsky,  Pyotr  Ilyich",1955-56,N
35828,"Musorgsky,  Modest",1955-56,N
35829,"Tchaikovsky,  Pyotr  Ilyich",1955-56,N
35830,"Tchaikovsky,  Pyotr  Ilyich",1955-56,N
35831,"Tchaikovsky,  Pyotr  Ilyich",1955-56,N
35832,"Tchaikovsky,  Pyotr  Ilyich",1955-56,N
35833,"Mozart,  Wolfgang  Amadeus",1955-56,N
35834,"Shostakovich,  Dmitri",1955-56,Y
35835,"Vaughan Williams,  Ralph",1955-56,Y
35836,"Bizet,  Georges",1955-56,N
35837,"Offenbach,  Jacques",1955-56,N
35838,"Miyagi,  Michio",1955-56,Y
35839,"Konoye,  Hidemaro",1955-56,Y
35840,"Kay,  Hershy",1955-56,Y
35841,"Kern,  Jerome",1955-56,N
35842,"Traditional,",1955-56,Y
35843,"Falla,  Manuel  de",1955-56,N
35844,"Borodin,  Alexander",1955-56,N
35845,"Sousa,  John  Philip",1955-56,N
35846,"Mozart,  Wolfgang  Amadeus",1955-56,N
35847,"Mozart,  Wolfgang  Amadeus",1955-56,N
35848,"Shostakovich,  Dmitri",1955-56,Y
35849,"Saint-Saens [Saint-Saëns],  Camille",1955-56,N
35850,"Prokofiev,  Sergei",1955-56,Y
35851,"Dvorak,  Antonín",1955-56,N
35852,"Schumann,  Robert",1955-56,N
35853,"Mozart,  Wolfgang  Amadeus",1955-56,N
35854,"Demonstration,",1955-56,Y
35855,"Mendelssohn,  Felix",1955-56,N
35856,"Mozart,  Wolfgang  Amadeus",1955-56,N
35857,"Mozart,  Wolfgang  Amadeus",1955-56,N
35858,"Handel,  George  Frideric",1955-56,N
35859,"Beethoven,  Ludwig  van",1955-56,N
35860,"Mozart,  Wolfgang  Amadeus",1955-56,N
35861,"Mozart,  Wolfgang  Amadeus",1955-56,N
35862,"Stravinsky,  Igor",1955-56,Y
35863,"Saint-Saens [Saint-Saëns],  Camille",1955-56,N
35864,"Foss,  Lukas",1955-56,Y
35865,"Vaughan Williams,  Ralph",1955-56,Y
35866,"Skalkottas,  Nikos",1955-56,N
35867,"Barber,  Samuel",1955-56,Y
35868,"Mozart,  Wolfgang  Amadeus",1955-56,N
35869,"Beethoven,  Ludwig  van",1955-56,N
35870,"Strauss,  Richard",1955-56,N
35871,"Franck,  César",1955-56,N
35872,"Tchaikovsky,  Pyotr  Ilyich",1955-56,N
35873,"Bartok [Bartók],  Béla",1955-56,N
